id,level1_state0_dur,level1_state1_dur,level1_state2_dur,level2_state0_dur,level2_state1_dur,level2_state2_dur,level3_state0_dur,level3_state1_dur,level3_state2_dur,level4_state0_dur,level4_state1_dur,level4_state2_dur,level5_state0_dur,level5_state1_dur,level5_state2_dur,level6_state0_dur,level6_state1_dur,level6_state2_dur,level7_state0_dur,level7_state1_dur,level7_state2_dur,level8_state0_dur,level8_state1_dur,level8_state2_dur,level9_state0_dur,level9_state1_dur,level9_state2_dur,level10_state0_dur,level10_state1_dur,level10_state2_dur,level11_state0_dur,level11_state1_dur,level11_state2_dur
11639,3997,0,7997,5932,0,10988,8953,0,7996,17672,9978,7997,17889,9989,7996,16871,9979,7997,6725,0,7995,8943,7996,7997,8941,7996,7996,8942,7997,7996,8986,0,7996
11640,3998,0,7997,5931,0,10992,8954,0,7996,17679,9979,7997,17895,9979,7998,16961,9980,7997,6726,0,7996,8941,7997,7997,8942,7997,7997,8944,7997,7997,8986,0,7996
11646,3998,0,7998,5929,0,10994,8952,0,7997,17671,9979,7998,17791,9969,7996,16961,9978,7875,6705,0,7997,8943,7996,7996,8943,7998,7997,8943,7997,7996,8986,0,7997
11650,3995,0,7996,5930,0,10984,8953,0,7996,17677,9979,7996,17802,9980,7997,16966,9979,7997,6724,0,7997,8942,7997,7998,8943,7998,7998,8898,7895,7996,8986,0,7997
11651,3996,0,7997,5933,0,10987,8952,0,7996,17674,9979,7998,17892,9979,7997,16959,9981,7997,6726,0,7997,8941,7998,7996,8943,7996,7997,8944,7997,7997,8985,0,7997
11652,4003,0,7997,5933,0,10987,8952,0,7997,30481,9977,7763,17867,9980,7997,16962,9979,7997,6725,0,7997,8941,7997,7998,8933,7986,7996,8943,7997,7786,8710,0,7997
11653,3996,0,7997,5931,0,10985,8954,0,7997,17677,9980,7997,17891,9979,7997,16959,9979,7997,6724,0,7997,8942,7997,7997,8942,7997,7997,8943,7996,7998,8987,0,7997
11654,3999,0,7997,5934,0,10515,8933,0,7997,17685,9980,7974,17849,9979,7997,16949,9690,7997,6725,0,7997,8937,7997,7997,8643,7885,7996,8944,7996,7997,8988,0,7997
11655,3998,0,7996,5935,0,10992,8952,0,7996,17679,9980,7996,17848,9643,7997,16959,9979,7997,6725,0,7997,8940,7996,7996,8942,7997,7996,8941,7997,7996,8985,0,7996
11656,3999,0,7973,5881,0,10991,8952,0,7995,17655,9956,7996,17892,9978,7996,16960,9979,7997,6723,0,7997,8942,7996,7997,8819,7997,7996,8942,7995,7996,8985,0,7995
11657,3998,0,7996,5933,0,10993,8951,0,7997,17676,9990,7997,17892,9979,7996,16960,9979,7996,6725,0,7996,8940,7996,7996,8942,7996,7996,8941,7996,7996,8986,0,7997
11659,3993,0,7997,5929,0,10985,8952,0,7996,17676,9978,7996,17834,9855,7996,16954,9977,7996,6722,0,7997,8941,7996,7996,8942,7997,7997,8944,7997,7996,8985,0,7995
11660,3753,0,7895,5934,0,10993,8952,0,7996,14908,6015,7995,22907,4912,7998,15490,7639,7996,6724,0,7996,8943,7996,7996,8941,7996,7996,8943,7996,7996,8986,0,7996
11663,3998,0,7964,5904,0,10987,8950,0,7997,17678,9978,7997,17892,9991,7998,16955,9813,7796,6706,0,7996,8830,7997,7952,8942,7997,7997,8942,7997,7830,8954,0,7997
11664,3997,0,7998,5930,0,10987,8955,0,7997,17675,9981,7995,17891,9979,7997,16957,9979,7997,6724,0,7997,8941,7997,7997,8942,7996,7997,8942,7996,7997,8987,0,7997
11682,4008,0,7999,5936,0,10993,8962,0,7999,17688,9998,7999,17851,9945,7999,16993,9999,7999,6719,0,7999,8943,7999,7999,8965,7999,7999,8932,7976,7999,8986,0,7999
11690,3998,0,7997,5934,0,10993,8954,0,7997,17677,9979,7997,17891,9979,7996,16961,9981,7997,6726,0,7997,8942,7997,7997,8943,7997,7997,8942,7997,7997,8987,0,7997
11691,3998,0,7996,5934,0,10993,8952,0,7997,17674,9978,7996,17895,9990,7996,16958,9979,7996,6725,0,7996,8940,7996,7996,8940,7997,7996,8943,7997,7997,8986,0,7997
11694,4734,0,7997,5932,0,10956,8951,0,7997,17684,9979,7997,17894,9980,7998,16962,9980,7997,5009,0,7997,8942,7996,7996,8942,7997,7998,8944,7996,7997,8986,0,7997
11701,4787,0,7998,5927,0,10994,8951,0,7999,17683,10000,7999,17911,9999,7999,16994,9998,7998,5018,0,7999,8953,8000,7998,8964,7999,7999,8953,7998,8000,8995,0,7999
11702,4775,0,7999,5937,0,10993,8961,0,7999,17675,9899,7998,17913,9998,7998,16985,9998,8000,5014,0,7998,8953,7999,7998,8954,7999,7998,8964,7999,7998,8998,0,7999
11703,4778,0,7997,5934,0,10993,8953,0,7997,17681,9978,7997,17892,9979,7996,16960,9978,7996,5010,0,7997,8944,7997,7997,8943,7997,7996,8943,7996,7996,8987,0,7999
11722,4776,0,7997,5931,0,10981,8951,0,7996,17650,9981,7940,17890,9980,7998,16959,9980,7998,5009,0,7996,8943,7997,7997,8943,7996,7998,8944,7997,7997,8919,0,7997
11725,4774,0,7992,5929,0,10998,8950,0,7990,17672,9995,7990,17883,9885,7991,16955,9996,7992,5006,0,7991,8938,7991,7992,8951,7992,7991,8939,7991,7990,8990,0,7935
11726,4719,0,7964,5929,0,10999,8936,0,7908,17567,9995,7977,17889,9997,7991,15283,9663,7992,4967,0,7963,8939,7991,7992,8951,7992,7991,8939,7990,7991,8993,0,7992
11727,4774,0,7991,5928,0,10999,8951,0,7991,17675,9995,7991,17890,9996,7991,16956,9996,7991,5009,0,7990,8937,7991,7991,8950,7992,7991,8938,7991,7991,8991,0,7993
11728,4776,0,7991,5928,0,10999,8951,0,7992,17577,9981,7993,17887,9995,7992,16959,9997,7991,5009,0,7992,8950,7992,7796,8869,7991,7992,8950,7992,7991,8896,0,7964
11729,4789,0,8000,5940,0,10989,8969,0,7985,17649,9999,8000,17925,10000,7999,17011,10000,7999,4994,0,8000,8802,7986,8000,8943,8000,8000,8819,7861,8000,8983,0,7999
11730,4776,0,7991,5922,0,10998,8950,0,7991,17676,9997,7992,17882,9996,7991,16853,9997,7950,5007,0,7991,8838,7964,7991,8939,7991,7991,8936,7992,7991,8992,0,7990
11731,4775,0,7992,5928,0,10999,8950,0,7991,17671,9996,7991,17885,9997,7991,16955,9997,7991,5009,0,7991,8938,7991,7992,8895,7908,7992,8952,7991,7991,8992,0,7991
11732,4775,0,7992,5928,0,10999,8949,0,7991,17674,9998,7991,17885,9996,7990,16941,9997,7880,4955,0,7992,8950,7991,7950,8825,7991,7991,8938,7991,7991,8992,0,7992
11734,4791,0,8000,5940,0,10995,8970,0,7999,17698,9999,8000,17924,9973,8000,17012,9999,7999,4994,0,8000,8942,8000,7999,8818,8000,7999,8943,8000,8000,8998,0,8000
11736,4790,0,8000,5939,0,10995,8954,0,7999,17688,10000,7999,17891,9985,7999,17009,9986,8000,4997,0,8000,8944,7999,7999,8957,8000,8000,8943,7999,8000,8979,0,7999
11739,4770,0,7999,5942,0,10993,8952,0,7999,17695,9998,7999,17924,9998,7999,16996,10000,7999,5009,0,7999,8952,7999,7999,8954,7999,7999,8955,7999,7999,8984,0,7999
11740,4786,0,8000,5938,0,10992,8948,0,7999,17690,10001,8000,17911,9999,7998,16983,9999,8000,5019,0,7999,8952,7999,7999,8963,7999,7998,8952,8000,7999,8995,0,7999
11744,4773,0,7997,5932,0,10988,8952,0,7996,17675,9979,7997,17895,9980,7997,16960,9979,7997,5007,0,7996,8942,7997,7997,8942,7997,7997,8944,7997,7997,8987,0,7997
11749,4774,0,7997,5932,0,10883,8910,0,7996,17680,9980,7997,17894,9979,7998,16960,9980,7996,5005,0,7997,8941,7997,7997,8920,7886,7997,8944,7997,7997,8987,0,7985
11752,4775,0,7991,5930,0,10999,8949,0,7991,17677,9996,7991,17888,9997,6502,16470,9913,2798,4525,0,7991,8952,7991,7992,8952,7992,5931,8435,7991,7240,8897,0,5430
11753,4774,0,7991,5927,0,10998,8949,0,7991,17567,9954,7990,17886,9996,7991,16705,9995,7992,5009,0,7866,8854,7991,7992,8728,7991,7991,8952,7990,7852,8991,0,7991
11754,4775,0,7992,5925,0,10998,8947,0,7991,17673,9995,7991,17885,9996,7991,16953,9996,7992,5007,0,7992,8937,7991,7992,8951,7992,7992,8938,7992,7991,8993,0,7992
11755,4775,0,7991,5923,0,10999,8949,0,7991,17675,9996,7992,17885,9997,7992,16955,9995,7991,5008,0,7992,8950,7992,7991,8951,7992,7992,8951,7992,7991,8992,0,7992
11756,4776,0,7991,5928,0,10999,8946,0,7992,17610,9760,7992,17617,9982,7991,16912,9828,7992,5007,0,7992,8949,7992,7991,8937,7991,7992,8951,7991,7991,8992,0,7991
11757,4776,0,7999,5937,0,10980,8952,0,7999,17686,9999,8000,17893,9998,8000,16968,10000,8000,4998,0,7999,8958,8000,8000,8944,8000,7988,8958,8000,8001,8993,0,7999
11759,4774,0,7992,5928,0,10994,8949,0,7991,17673,9997,7990,17886,9996,7991,16956,9996,7991,5009,0,7991,8950,7991,7991,8854,7978,7991,8953,7991,7992,8991,0,7991
11762,4787,0,7999,5941,0,10994,8951,0,7999,17683,9999,7999,17913,9999,7999,16996,9999,7999,5008,0,7999,8954,7999,8000,8956,7999,7999,8954,7999,7999,8996,0,7999
11767,4785,0,7999,5935,0,10993,8963,0,8000,17692,10000,7999,17914,9999,7999,16969,9998,7998,5005,0,7999,8955,7999,7999,8955,7999,7999,8931,7955,7999,8984,0,8000
11768,4777,0,7997,5930,0,10926,8932,0,7996,17675,9977,7997,17874,9979,7996,16958,9979,7996,5006,0,7996,8941,7996,7997,8942,7996,7996,8854,7996,7996,8986,0,7996
11769,4777,0,7997,5930,0,10993,8952,0,7997,17678,9977,7996,17893,9978,7996,16960,9979,7996,5006,0,7997,8943,7996,7996,8941,7996,7996,8942,7996,7997,8986,0,7996
11773,4777,0,7997,5932,0,10988,8949,0,7996,17677,9980,7997,17895,9981,7997,16956,9979,7997,5008,0,7997,8943,7997,7997,8943,7998,7997,8944,7997,7997,8986,0,7996
11785,4775,0,7999,5925,0,10995,8963,0,7999,17696,9998,7999,17913,9998,7999,16994,10000,7998,5020,0,8000,8931,7988,7999,8943,7999,7999,8942,7999,7999,8999,0,7999
11786,4778,0,7996,5933,0,10993,8951,0,7997,17676,9989,7996,17892,9979,7996,16959,9990,7996,5004,0,7997,8939,7996,7996,8942,7997,7996,8940,7996,7996,8985,0,7997
11787,4778,0,7996,5932,0,10992,8952,0,7997,17674,9980,7996,17892,9978,7996,16960,9979,7996,5005,0,7997,8941,7996,7997,8943,7996,7997,8943,7997,7996,8986,0,7996
11802,4774,0,7992,5925,0,10991,8950,0,7991,17673,9996,7992,17887,9996,7992,16955,9885,7991,5006,0,7991,8950,7992,7991,8938,7991,7991,8951,7992,7991,8993,0,7991
11804,4775,0,7921,5848,0,10999,8949,0,7992,17399,9844,7991,17885,9995,7992,16886,9955,7990,5008,0,7991,8936,7990,7992,8949,7992,7991,8950,7992,7991,8992,0,7991
11806,4775,0,7991,5929,0,10999,8950,0,7990,17673,9996,7993,17887,9926,7992,16872,9981,7991,5005,0,7992,8937,7992,7907,8855,7991,7992,8937,7991,7991,8992,0,7991
11807,4777,0,7999,5940,0,10995,8953,0,7999,17689,10000,8000,17905,9998,8001,16982,9998,7999,4997,0,7987,8943,8000,7999,8943,8000,7999,8943,7999,7958,8916,0,7999
11808,4775,0,7991,5927,0,10998,8950,0,7992,17645,9997,7880,7505,7755,0,1044,1908,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11809,4775,0,7991,5929,0,10994,8950,0,7991,17675,9997,7991,17885,9996,7993,16927,9912,7991,5005,0,7991,8952,7990,7992,8937,7991,7992,8938,7879,7992,8991,0,7992
11810,4777,0,7999,5939,0,10991,8962,0,7999,17702,9999,7999,17911,9999,7999,16984,9998,7999,5006,0,7999,8966,7998,7999,8964,7999,7999,8954,8000,7999,8985,0,7999
11868,4777,0,7996,5932,0,10988,8952,0,7998,17679,9982,7997,17798,9935,7997,16961,9979,7997,5010,0,7996,8941,7997,7986,8833,7998,7997,8943,7997,7996,8986,0,7996
11869,4778,0,7920,5903,0,10993,8952,0,7997,22176,9981,7997,17889,9979,7997,16962,9980,7997,5004,0,7997,8945,7997,7996,8942,7997,7997,8942,7998,7997,8986,0,7996
11870,4777,0,7144,19415,0,10992,8959,0,7999,17580,9988,7999,17897,9998,7998,16984,9998,7999,5016,0,7311,7689,7387,7999,8954,7999,7999,8964,7999,7998,8980,0,7999
11874,4774,0,7991,5925,0,10994,8950,0,7992,17672,9996,7992,17885,9995,7991,16955,9996,7991,5009,0,7991,8950,7992,7990,8938,7991,7880,8910,7992,7991,8993,0,7991
11875,4788,0,7999,5928,0,10995,8969,0,7999,17626,9999,7973,17937,9999,7999,16983,10000,7999,4997,0,7998,8943,7999,8000,8945,8000,7999,8943,8000,8000,8997,0,8000
11876,4706,0,7991,5928,0,10998,8949,0,7992,17634,9843,7991,17879,9995,7992,16883,9997,7908,5005,0,7991,8715,7992,7991,8952,7991,7908,8882,7992,7992,8989,0,7991
11878,4775,0,7991,5928,0,10998,8947,0,7991,17674,9996,7992,17885,9996,7992,16953,9995,7992,5009,0,7991,8952,7992,7991,8937,7991,7992,8952,7991,7991,8991,0,7991
11879,4775,0,7991,5927,0,10999,8945,0,7880,17673,9996,7991,17785,9953,7992,16949,9996,7991,5006,0,7991,8866,7936,7991,8950,7992,7991,8951,7991,7992,8991,0,7991
11880,4775,0,7991,5925,0,10998,8952,0,7992,17673,9996,7992,17885,9996,7991,16955,9997,7992,5008,0,7991,8949,7991,7992,8952,7991,7992,8952,7991,7991,8993,0,7991
11881,4427,0,7991,5927,0,10958,8924,0,7936,17593,9997,7991,17885,9996,7991,16954,9996,7992,5007,0,7992,8951,7992,7992,8937,7992,7991,8938,7991,7992,8992,0,7992
11882,4776,0,7990,5927,0,10999,8948,0,7992,17668,9996,7992,17880,9996,7992,16951,9998,7992,5006,0,7991,8949,7992,7992,8938,7991,7992,8950,7992,7992,8991,0,7894
11883,4775,0,7991,5928,0,10998,8945,0,7991,17670,9998,7990,17830,9968,7991,16953,9996,7991,5007,0,7992,8949,7992,7992,8937,7991,7991,8951,7991,7991,8991,0,7991
11884,4775,0,7991,5924,0,10999,8945,0,7991,17668,9995,7991,17881,9996,7992,16951,9996,7991,5004,0,7880,8924,7992,7991,8937,7991,7991,8951,7992,7991,8991,0,7991
11885,4775,0,7990,5924,0,10999,8948,0,7990,17670,9982,7991,17646,9759,7964,16927,9955,7991,5006,0,7949,8880,7782,4468,3202,3062,7992,8951,7992,7991,8991,0,7629
11887,4776,0,8000,5940,0,10981,8968,0,8000,17689,9737,8000,17910,10000,7999,16969,9888,8000,4998,0,8000,8930,8000,7999,8929,8000,7958,8874,7999,7999,8997,0,7999
11891,0,0,0,0,0,9592,989,0,6376,9913,0,7950,2422,13867,1128,12823,5263,7894,4901,0,7490,7587,7992,7978,8952,7992,7991,5763,7991,7769,8993,0,7991
11897,1559,0,7996,5926,0,10989,8954,0,7996,17674,9978,7996,17893,9979,7997,16958,9979,7997,5004,0,7997,8942,7997,7997,8942,7997,7997,8944,7997,7997,8983,0,7997
11908,4776,0,7997,5933,0,10988,8952,0,7998,17634,9858,7997,17894,9979,7999,16959,9980,7997,5008,0,7997,8941,7997,7942,8943,7997,7997,8943,7997,7996,8986,0,7996
11909,4777,0,7998,5935,0,10993,8953,0,7996,17679,9990,7997,17896,9980,7997,16960,9978,7996,5007,0,7896,8910,7997,7997,8941,7997,7997,8943,7997,7997,8986,0,7997
11910,4779,0,7996,5934,0,10992,8953,0,7997,17679,9980,7997,17829,9913,7997,16508,9790,7996,5008,0,7886,8941,7997,7997,8944,7997,7997,8942,7998,7939,8977,0,7997
11949,6269,0,7997,6344,0,10989,9297,0,7998,18424,9981,7997,19341,9978,7997,18042,9980,7873,6560,0,7996,9365,7997,7997,9356,7996,7997,9366,7998,7996,10190,0,7996
11958,6268,0,7996,6345,0,10993,9295,0,7998,18432,9981,7996,19340,9979,7994,18041,9981,7995,6592,0,7996,9377,7998,7997,9366,7996,7996,9375,7997,7998,10189,0,7997
11959,6270,0,7992,6344,0,10986,9127,0,7640,18305,9611,7997,19151,9804,7997,17150,9845,7440,6439,0,7697,9143,7942,7964,8866,7896,7996,9310,7997,7853,10189,0,7830
11963,6268,0,7997,6340,0,10989,9291,0,7998,18395,9924,7997,19341,9980,7963,17975,9979,7998,6587,0,7996,9377,7998,7996,9376,7997,7996,9378,7997,7997,10188,0,7997
11984,6277,0,7998,6362,0,10681,9088,0,7988,18335,9998,7933,19105,9954,7921,17631,9765,7998,6583,0,7999,9320,7998,7877,9388,7999,7998,9388,7999,7998,10197,0,7998
12003,6268,0,7997,6345,0,10987,9297,0,7997,18423,9980,7997,19342,9979,7997,18041,9980,7996,6591,0,7997,9365,7996,7996,9299,7930,7998,9378,7997,7998,10189,0,7996
12006,6270,0,7919,6260,0,10993,9299,0,7996,18331,9845,7952,19268,9979,7997,18042,9979,7997,6590,0,7997,9366,7997,7963,9346,7997,7997,9332,7896,7997,10190,0,7997
12007,1359,0,6847,6353,0,10992,9300,0,7999,18418,9972,7999,19336,9999,8000,18050,9999,7999,6593,0,7986,9373,7999,8000,9359,7986,7999,9372,8000,8000,10204,0,7999
12009,6265,0,7991,6344,0,10999,9298,0,7990,18423,9996,7992,19331,9996,7991,18038,9997,7989,6580,0,7991,9368,7991,7992,9368,7992,7991,9368,7991,7992,10189,0,7824
12010,6276,0,8000,6343,0,10993,9312,0,8000,18436,9985,7999,19350,9999,8000,18051,9999,8000,6581,0,7999,9388,8000,7999,9375,7999,8000,9374,7541,8000,10190,0,7999
12011,6273,0,7999,6351,0,10993,9307,0,7999,18437,9999,7999,19358,9998,7999,18048,9999,7999,6595,0,7999,9365,7998,7998,9364,7999,7999,9386,7999,7999,10196,0,7999
12014,0,0,0,4646,0,10993,9297,0,7997,18423,9980,7996,19342,9979,7986,17919,9979,7998,6588,0,7998,9365,7996,7997,9365,7997,7996,9365,7997,7997,10190,0,7996
12015,6237,0,7997,6344,0,10993,9298,0,7997,18426,9981,7998,19340,9980,7997,18033,9824,7996,6590,0,7997,9376,7997,7998,9366,7996,7997,9378,7997,7998,10189,0,7997
12023,6269,0,7919,6215,0,10988,9295,0,7997,18430,9981,7997,19337,9979,7997,18039,9980,7997,6591,0,7997,9243,7986,7997,9366,7996,7997,9366,7997,7997,10187,0,7886
12024,5056,0,7976,5369,0,10960,8953,0,7752,18166,9925,7518,18614,9879,7218,16618,9468,6705,5034,0,6505,9176,7986,7607,8453,7974,6126,5746,6782,3097,7517,0,4834
12032,6270,0,7996,6346,0,10993,9299,0,7997,18428,9980,7997,19341,9979,7997,18042,9979,7997,6591,0,8000,9367,7997,7997,9366,7997,7996,9356,7997,7997,10188,0,7996
12036,6265,0,8000,6361,0,10993,9305,0,7943,18385,9998,7999,19368,9998,7999,18039,9998,7999,6586,0,7998,9375,7999,7998,9387,7999,7999,9375,7999,7998,10182,0,7999
12037,6271,0,7997,6346,0,10993,9298,0,7998,18380,9957,7997,19342,9979,7996,18050,9980,7918,6588,0,7997,9375,7997,7997,9288,7996,7908,9223,7842,7997,10187,0,7997
12040,4666,0,7997,6344,0,10993,9297,0,7997,18426,9981,7997,19344,9979,7997,18041,9980,7997,6590,0,7996,9354,7997,7997,9366,7995,7997,9365,7997,7997,10189,0,7996
12045,6270,0,7997,6345,0,10994,9297,0,7996,18421,9980,7996,19344,9980,7997,18042,9979,7997,6590,0,7998,9366,7996,7997,9365,7997,7996,9365,7996,7997,10190,0,7997
12046,6270,0,7997,6345,0,10993,9298,0,7997,18427,9981,7997,19343,9981,7998,18039,9979,7997,6589,0,7998,9364,7997,7997,9366,7997,7997,9366,7997,7995,10192,0,7996
12047,2975,0,7997,6347,0,10993,9298,0,7996,18425,9980,7997,19344,9980,7997,18042,9980,7998,6589,0,7997,9365,7997,7996,9355,7998,7997,9377,7997,7997,10189,0,7998
12054,0,0,5948,6346,0,10992,9309,0,7997,18422,9978,7996,19333,9981,7930,18041,9979,7997,6590,0,7997,9365,7998,7998,9367,7996,7997,9377,7997,7997,10189,0,7997
12055,6269,0,7996,6343,0,10986,9295,0,7997,18425,9978,7997,19334,9979,7996,18039,9979,7997,6591,0,7975,9255,7975,7997,9377,7997,7997,9366,7997,7997,10183,0,7996
12056,6269,0,7997,6340,0,10992,9296,0,7996,18419,9978,7995,19334,9980,7996,18039,9978,7995,6589,0,7996,9377,7996,7997,9376,7995,7996,9376,7996,7997,10188,0,7997
12057,6270,0,7996,6343,0,10969,9296,0,7906,16448,9812,7751,19243,9979,7995,18050,9979,7995,6588,0,7997,9376,7996,7996,9376,7996,7996,9376,7997,7996,10187,0,7996
12064,6265,0,7999,6362,0,10991,9550,0,7999,18428,9999,7999,19369,9999,7998,18049,9998,7999,6582,0,7999,9375,7999,7999,10552,7999,7999,10564,7999,7999,10197,0,7999
12070,6275,0,7964,6321,0,10993,9549,0,7998,18435,9998,8000,19290,9988,7999,18070,9998,7998,6596,0,7999,9386,7998,8000,10548,7999,7999,10564,7999,7998,10187,0,7999
12077,6276,0,7998,6363,0,10993,9549,0,7999,18438,9999,8000,19369,9999,7999,18072,9999,7999,6596,0,8000,9384,7999,7998,10550,8000,7998,10548,8000,7999,10196,0,7999
12078,6271,0,7998,6347,0,10994,9542,0,7997,18423,9980,7996,19076,9925,7997,18041,9979,7997,6588,0,7997,9364,7997,7830,10436,7996,7763,10546,7997,7953,9778,0,7997
12083,6270,0,7997,6347,0,10993,9542,0,7997,18422,9978,7997,19335,9979,7997,18039,9979,7997,6589,0,7997,9364,7997,7996,10545,7997,7997,10535,7997,7998,10187,0,7997
12084,6268,0,7997,6340,0,10988,9542,0,7997,18428,9978,7997,19338,9980,7997,18042,9981,7997,6589,0,7997,9377,7997,7997,10541,7998,7997,10535,7997,7997,10189,0,7997
12085,6060,0,6148,4868,0,10960,9542,0,7998,18319,9948,7996,19269,9979,7942,17803,9792,7997,6588,0,7908,9366,7997,7997,10542,7998,7997,10537,7997,7997,10186,0,7997
12086,6266,0,7996,6345,0,10987,9542,0,7996,18429,9980,7997,19195,9956,7997,18040,9978,7995,6591,0,7952,9265,7996,7997,10544,7996,7996,10546,7996,7997,10189,0,7996
12087,6270,0,7996,6344,0,10991,9542,0,7996,18417,9977,7995,19338,9980,7997,18039,9989,7997,6589,0,7996,9374,7996,7996,10547,7996,7996,10535,7997,7996,10187,0,7998
12092,6215,0,7997,6346,0,10988,9544,0,7997,18430,9978,7997,19341,9980,7997,17997,9891,7908,6590,0,7998,9366,7997,7997,10544,7998,7996,10546,7998,7997,10191,0,7997
12094,6276,0,7999,6362,0,10992,9538,0,7998,17886,9965,8000,19352,9999,7998,17961,9999,7932,6586,0,7999,9386,7977,7999,10560,8000,7998,10542,7999,7999,10185,0,8000
12096,6272,0,7997,6344,0,10993,9542,0,7997,18421,9980,7997,19329,9979,7997,18041,9979,7997,6589,0,7997,9378,7998,7996,10534,7876,7997,10448,7953,7997,10188,0,7997
12097,6270,0,7996,5610,0,10904,9275,0,7741,14535,9145,7996,19339,9979,7996,18041,9979,7998,6592,0,7997,9376,7997,7997,10545,7997,7997,10502,7908,7996,10189,0,7997
12098,6270,0,7997,6346,0,10993,9543,0,7997,18015,8976,7998,19342,9979,7997,18039,9978,7996,6589,0,7997,9365,7997,7997,10445,7964,7998,10536,7997,7997,10188,0,7997
12099,5847,0,15250,6337,0,10993,9539,0,7997,18005,8675,7985,19183,9979,7786,17930,9569,7786,6338,0,7997,9365,7997,7997,10544,7997,7996,10425,7975,7997,10187,0,7997
12104,6276,0,7998,6352,0,10996,9537,0,7999,18461,9999,7999,19358,9999,7999,18040,9998,7999,6587,0,7999,9386,7999,7999,10559,7999,7998,10565,7998,7999,10186,0,7999
12120,6275,0,7999,6350,0,10993,9537,0,7999,18448,9999,7999,19367,9988,7999,18049,9998,7999,6597,0,7999,9364,7999,7999,10559,8000,7999,10554,8000,7999,10185,0,7998
12121,6270,0,7997,6346,0,10988,9543,0,7997,18426,9981,7997,19341,9979,7997,17975,9859,7997,6585,0,7996,9366,7997,7998,10538,7996,7997,10547,7996,7997,10190,0,7998
12123,6249,0,7894,6345,0,10993,9535,0,7991,18431,9996,7992,19334,9990,7992,18026,9857,7825,6583,0,7991,9314,7950,7993,10534,7991,7992,10539,7866,7991,10175,0,7881
12124,6264,0,7992,6344,0,10999,9533,0,7992,18426,9996,7991,19332,9997,7978,17972,9997,7992,6581,0,7992,9369,7992,7991,10535,7992,7992,10538,7991,7991,10189,0,7990
12125,6264,0,7991,6344,0,10998,9536,0,7992,18430,9997,7991,19330,9997,7991,18037,9996,7991,6583,0,7992,9369,7992,7991,10537,7992,7992,10538,7991,7991,10191,0,7992
12126,6265,0,7991,6345,0,10999,9536,0,7991,18427,9998,7991,19334,9995,7991,18036,9996,7991,6579,0,7991,9369,7990,7991,10539,7992,7991,10537,7992,7992,10188,0,7992
12127,6264,0,7992,6344,0,10999,9534,0,7990,18428,9997,7991,19323,9997,7992,18041,9996,7992,6582,0,7992,9368,7991,7992,10538,7991,7991,10537,7992,7992,10189,0,7991
12143,6264,0,7991,6346,0,10994,9535,0,7991,18429,9996,7992,19333,9996,7991,17902,9912,7991,6582,0,7978,9356,7992,7993,10536,7880,7991,10539,7991,7992,10188,0,7991
12150,6277,0,7998,6345,0,10993,9551,0,7998,18445,9999,7999,19355,9998,7999,18051,10000,7998,6597,0,7999,9377,7999,7998,10561,8000,7999,7621,5699,7999,10197,0,7998
12152,6180,0,6003,6344,0,10992,9542,0,7998,18416,9980,7996,19340,9980,7997,18036,9980,7997,6586,0,7997,9299,7942,7997,10533,7997,7996,10546,7998,7998,10189,0,7996
12153,6271,0,7996,6342,0,10992,9542,0,7997,18419,9980,7996,19339,9982,7998,17992,9924,7997,6588,0,7997,9355,7997,7997,10533,7997,7997,10535,7997,7975,10102,0,7998
12154,6269,0,7997,6345,0,10993,9542,0,7997,18425,9979,7996,19339,9979,7996,18042,9979,7997,6591,0,7997,9367,7997,7998,10531,7997,7996,10537,7997,7997,10188,0,7997
12164,6275,0,8000,6330,0,10986,9536,0,7999,18410,10000,8000,19337,9999,7999,18066,9998,7986,6580,0,7999,9386,8000,7999,10511,7999,7999,10553,7987,7999,10192,0,7999
12165,6265,0,7992,6342,0,10998,9535,0,7978,18333,9996,7992,19330,9996,7991,18037,9996,7992,6583,0,7991,9370,7992,7992,10536,7991,7992,10538,7991,7992,10188,0,7992
12166,6264,0,7991,6343,0,10998,9534,0,7991,18422,9996,7990,19329,9996,7992,17913,9926,7990,6579,0,7991,9367,7991,7991,10538,7992,7991,10482,7949,7991,10188,0,7991
12167,6264,0,7992,6341,0,10999,9535,0,7991,18427,9997,7991,19327,9997,7992,18037,9996,7992,6582,0,7991,9368,7991,7992,10535,7990,7991,10538,7991,7993,10189,0,7991
12168,6265,0,7991,6344,0,10999,9535,0,7991,18424,9996,7991,19249,9927,7991,17886,9982,7992,6581,0,7991,9229,7992,7992,10537,7991,7991,10539,7992,7992,10189,0,7991
12170,6152,0,8000,6356,0,10979,9538,0,7999,18440,9999,8000,19336,9972,7999,17993,9957,7999,6581,0,7986,9276,7862,8000,10547,8000,8000,10554,7999,7916,10166,0,8000
12171,6263,0,8214,6345,0,11640,10175,0,21385,18427,9996,7992,19331,9995,7992,18039,9996,7991,6582,0,7992,9230,7991,7991,10536,7990,7992,10538,7991,7991,10188,0,7992
12173,6265,0,7992,6345,0,10999,9536,0,7992,17730,9997,7657,19332,9997,7810,17764,9995,7991,5729,0,7977,9368,7992,7992,10536,7992,7991,10537,7991,7991,10190,0,7991
